Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Sales,Profit,Region,Payment_Mode
ORD00293,2023-06-27,C292,Mouse,Accessories,4,4829.65,438.19,Nagpur,Credit Card
ORD00294,2023-06-28,C258,Mouse,Accessories,2,2686.61,388.9,Mumbai,UPI
ORD00295,2023-06-28,C196,Laptop,Electronics,1,57297.53,8939.81,Pune,Debit Card
ORD00296,2023-06-29,C101,Headphones,Accessories,3,10235.45,1818.63,Amravati,Credit Card
ORD00297,2023-06-30,C158,Keyboard,Accessories,3,8982.84,1677.56,Pune,Debit Card
ORD00298,2023-06-30,C073,Printer,Office,3,32885.28,4334.13,Nashik,Debit Card
ORD00299,2023-07-01,C256,Smartphone,Electronics,3,86832.52,21348.1,Pune,UPI
ORD00300,2023-07-01,C289,Smartphone,Electronics,1,34889.29,5634.28,Amravati,UPI
ORD00301,2023-07-02,C025,Headphones,Accessories,4,13972.27,2311.52,Nashik,Net Banking
ORD00302,2023-07-03,C025,Smartphone,Electronics,4,131736.58,21249.08,Amravati,Net Banking
ORD00303,2023-07-03,C020,Keyboard,Accessories,4,10476.1,1393.41,Pune,Net Banking
ORD00304,2023-07-04,C043,Keyboard,Accessories,3,8212.1,1551.6,Pune,Cash
ORD00305,2023-07-05,C130,Monitor,Electronics,3,51785.68,5831.22,Mumbai,Credit Card
ORD00306,2023-07-05,C083,Mouse,Accessories,3,3184.61,631.05,Nagpur,Debit Card
ORD00307,2023-07-06,C252,Mouse,Accessories,1,1194.24,131.63,Nagpur,Cash
ORD00308,2023-07-06,C101,Keyboard,Accessories,3,8456.84,1005.62,Amravati,Cash
ORD00309,2023-07-07,C116,Mouse,Accessories,4,5453.26,1107.74,Nashik,Debit Card
ORD00310,2023-07-08,C014,Monitor,Electronics,3,49145.49,7391.58,Nashik,Net Banking
ORD00311,2023-07-08,C246,Headphones,Accessories,1,3689.12,597.0,Nashik,Credit Card
ORD00312,2023-07-09,C065,Monitor,Electronics,2,31265.91,3509.54,Nashik,Net Banking
ORD00313,2023-07-09,C160,Smartphone,Electronics,2,57376.82,5220.42,Amravati,UPI
ORD00314,2023-07-10,C191,Tablet,Electronics,1,24223.81,4194.43,Nashik,Cash
ORD00315,2023-07-11,C227,Printer,Office,3,36903.12,7040.78,Nagpur,Net Banking
ORD00316,2023-07-11,C021,Keyboard,Accessories,1,2763.34,436.9,Pune,Net Banking
ORD00317,2023-07-12,C130,Laptop,Electronics,1,59592.68,14319.01,Amravati,Net Banking
ORD00318,2023-07-12,C232,Laptop,Electronics,2,109700.51,26125.64,Nashik,Cash
ORD00319,2023-07-13,C079,Tablet,Electronics,3,74083.15,13944.96,Nagpur,Cash
ORD00320,2023-07-14,C069,Monitor,Electronics,4,65119.36,14978.63,Amravati,UPI
ORD00321,2023-07-14,C152,Monitor,Electronics,1,16913.87,3659.52,Nagpur,Net Banking
ORD00322,2023-07-15,C228,Keyboard,Accessories,1,2912.19,424.86,Mumbai,Cash
ORD00323,2023-07-15,C261,Monitor,Electronics,3,43749.19,4794.85,Nashik,Credit Card
ORD00324,2023-07-16,C220,Headphones,Accessories,3,11623.69,1092.27,Nagpur,UPI
ORD00325,2023-07-17,C217,Laptop,Electronics,2,108751.83,9980.51,Pune,Credit Card
ORD00326,2023-07-17,C258,Smartphone,Electronics,1,29621.46,3000.35,Nashik,Net Banking
ORD00327,2023-07-18,C010,Printer,Office,3,45485.97,4850.1,Nagpur,Credit Card
ORD00328,2023-07-19,C124,Monitor,Electronics,1,16481.74,2361.31,Pune,UPI
ORD00329,2023-07-19,C174,Smartphone,Electronics,2,65407.64,12749.06,Nagpur,Net Banking
ORD00330,2023-07-20,C119,Tablet,Electronics,2,46180.0,10100.07,Nagpur,Cash
ORD00331,2023-07-20,C238,Laptop,Electronics,3,187337.49,29653.97,Amravati,Debit Card
ORD00332,2023-07-21,C022,Printer,Office,2,23884.05,4968.88,Amravati,Net Banking
ORD00333,2023-07-22,C050,Mouse,Accessories,2,2621.53,250.67,Mumbai,Cash
ORD00334,2023-07-22,C189,Mouse,Accessories,2,2416.95,416.15,Nagpur,Debit Card
ORD00335,2023-07-23,C281,Monitor,Electronics,2,36599.93,8361.8,Nashik,Credit Card
ORD00336,2023-07-23,C261,Smartphone,Electronics,4,134296.11,29276.27,Mumbai,UPI
ORD00337,2023-07-24,C010,Keyboard,Accessories,4,10872.38,2085.16,Nashik,Debit Card
ORD00338,2023-07-25,C013,Tablet,Electronics,2,46194.01,6486.35,Nagpur,Cash
ORD00339,2023-07-25,C014,Keyboard,Accessories,2,5434.01,1203.94,Nagpur,Credit Card
ORD00340,2023-07-26,C243,Mouse,Accessories,1,1305.18,254.93,Mumbai,Net Banking
ORD00341,2023-07-26,C227,Smartphone,Electronics,4,144171.07,30660.57,Pune,Net Banking
ORD00342,2023-07-27,C202,Headphones,Accessories,1,3364.81,270.26,Amravati,Cash
ORD00343,2023-07-28,C014,Laptop,Electronics,1,59624.13,9645.12,Mumbai,Net Banking
ORD00344,2023-07-28,C254,Printer,Office,2,23939.9,4200.31,Pune,Credit Card
ORD00345,2023-07-29,C076,Tablet,Electronics,3,64973.8,12879.15,Pune,Net Banking
ORD00346,2023-07-29,C173,Monitor,Electronics,4,66164.58,11111.4,Amravati,UPI
ORD00347,2023-07-30,C251,Monitor,Electronics,1,15945.27,2897.23,Mumbai,UPI
ORD00348,2023-07-31,C198,Keyboard,Accessories,2,5300.23,1002.99,Amravati,Cash
ORD00349,2023-07-31,C075,Printer,Office,3,37852.04,8432.16,Nagpur,Credit Card
ORD00350,2023-08-01,C061,Printer,Office,1,11313.47,1259.88,Pune,Credit Card
ORD00351,2023-08-02,C198,Tablet,Electronics,1,23764.48,4270.51,Nagpur,Debit Card
ORD00352,2023-08-02,C035,Mouse,Accessories,3,4171.91,1000.91,Pune,Debit Card
ORD00353,2023-08-03,C192,Mouse,Accessories,1,1089.28,167.73,Nashik,Cash
ORD00354,2023-08-03,C231,Headphones,Accessories,2,5551.22,520.16,Pune,Debit Card
ORD00355,2023-08-04,C188,Laptop,Electronics,4,241258.41,25818.12,Nagpur,Cash
ORD00356,2023-08-05,C106,Printer,Office,1,13044.24,3164.85,Amravati,Debit Card
ORD00357,2023-08-05,C070,Monitor,Electronics,4,56166.77,12559.69,Amravati,UPI
ORD00358,2023-08-06,C084,Mouse,Accessories,4,4153.88,356.05,Pune,Credit Card
ORD00359,2023-08-06,C070,Tablet,Electronics,1,20168.07,4259.82,Pune,Debit Card
ORD00360,2023-08-07,C199,Keyboard,Accessories,4,9349.6,1638.32,Nashik,Credit Card
ORD00361,2023-08-08,C021,Smartphone,Electronics,4,128351.87,21057.64,Pune,Net Banking
ORD00362,2023-08-08,C161,Tablet,Electronics,3,74472.75,8465.81,Pune,Net Banking
ORD00363,2023-08-09,C081,Keyboard,Accessories,3,8083.3,1417.87,Nashik,Net Banking
ORD00364,2023-08-09,C169,Smartphone,Electronics,4,118713.53,24084.41,Nagpur,UPI
ORD00365,2023-08-10,C005,Smartphone,Electronics,2,64309.33,9830.79,Pune,UPI
ORD00366,2023-08-11,C125,Smartphone,Electronics,2,59469.07,9431.21,Amravati,Cash
ORD00367,2023-08-11,C154,Tablet,Electronics,2,37486.22,8556.72,Amravati,Cash
ORD00368,2023-08-12,C213,Headphones,Accessories,3,10758.49,1235.39,Amravati,Cash
ORD00369,2023-08-12,C066,Headphones,Accessories,3,10868.11,2256.48,Nagpur,Debit Card
ORD00370,2023-08-13,C227,Printer,Office,4,51882.66,8901.99,Amravati,UPI
ORD00371,2023-08-14,C268,Tablet,Electronics,2,44802.29,5074.02,Pune,Cash
ORD00372,2023-08-14,C085,Keyboard,Accessories,1,2392.1,426.25,Nagpur,Credit Card
ORD00373,2023-08-15,C259,Smartphone,Electronics,4,133239.74,17834.07,Mumbai,Credit Card
ORD00374,2023-08-16,C220,Tablet,Electronics,4,95378.25,15851.74,Nagpur,Net Banking
ORD00375,2023-08-16,C246,Printer,Office,4,47267.87,10198.56,Mumbai,UPI
ORD00376,2023-08-17,C016,Keyboard,Accessories,3,8312.51,1378.92,Nagpur,Net Banking
ORD00377,2023-08-17,C102,Monitor,Electronics,1,16883.71,1827.03,Pune,Debit Card
ORD00378,2023-08-18,C025,Monitor,Electronics,4,68962.11,5664.77,Mumbai,UPI
ORD00379,2023-08-19,C227,Keyboard,Accessories,1,2475.32,357.52,Nashik,Cash
ORD00380,2023-08-19,C134,Mouse,Accessories,1,1293.65,283.62,Mumbai,Cash
ORD00381,2023-08-20,C213,Keyboard,Accessories,1,2852.63,450.93,Pune,Debit Card
ORD00382,2023-08-20,C277,Keyboard,Accessories,4,10228.85,1731.99,Amravati,Credit Card
ORD00383,2023-08-21,C075,Headphones,Accessories,1,3451.99,480.34,Nagpur,UPI
ORD00384,2023-08-22,C271,Mouse,Accessories,4,4797.14,768.11,Mumbai,Debit Card
ORD00385,2023-08-22,C248,Laptop,Electronics,4,218518.88,29180.21,Amravati,UPI
ORD00386,2023-08-23,C247,Keyboard,Accessories,4,10586.68,2631.81,Mumbai,Cash
ORD00387,2023-08-23,C117,Smartphone,Electronics,1,29555.52,2708.64,Nashik,Cash
ORD00388,2023-08-24,C039,Headphones,Accessories,4,13081.84,2984.03,Nagpur,Debit Card
ORD00389,2023-08-25,C219,Keyboard,Accessories,1,2646.3,604.99,Mumbai,Debit Card
ORD00390,2023-08-25,C142,Smartphone,Electronics,4,131682.23,19030.12,Amravati,Net Banking
ORD00391,2023-08-26,C084,Printer,Office,2,25363.82,2506.52,Nagpur,UPI
ORD00392,2023-08-26,C102,Printer,Office,4,49486.26,4187.52,Nagpur,Debit Card
ORD00393,2023-08-27,C173,Headphones,Accessories,3,11355.06,2528.87,Nagpur,Debit Card
ORD00394,2023-08-28,C275,Keyboard,Accessories,3,8327.51,1420.3,Amravati,Net Banking
ORD00395,2023-08-28,C089,Mouse,Accessories,4,4890.02,401.51,Mumbai,Net Banking
ORD00396,2023-08-29,C222,Tablet,Electronics,1,22190.51,2906.65,Nagpur,Cash
ORD00397,2023-08-30,C255,Tablet,Electronics,4,82590.07,20493.47,Nashik,UPI
ORD00398,2023-08-30,C267,Printer,Office,2,22382.7,3423.68,Pune,Net Banking
ORD00399,2023-08-31,C035,Monitor,Electronics,1,14425.06,1384.17,Nagpur,Credit Card
ORD00400,2023-08-31,C076,Printer,Office,4,50827.48,9006.7,Nagpur,Debit Card
ORD00401,2023-09-01,C276,Smartphone,Electronics,4,143126.31,26810.75,Nagpur,Net Banking
ORD00402,2023-09-02,C028,Tablet,Electronics,4,81859.73,15962.03,Amravati,Cash
ORD00403,2023-09-02,C257,Mouse,Accessories,3,3802.22,692.43,Nagpur,Credit Card
ORD00404,2023-09-03,C218,Laptop,Electronics,1,56846.56,9113.86,Mumbai,Debit Card
ORD00405,2023-09-03,C237,Keyboard,Accessories,2,4536.02,833.87,Amravati,UPI
ORD00406,2023-09-04,C190,Mouse,Accessories,1,1218.91,98.65,Mumbai,Cash
ORD00407,2023-09-05,C106,Keyboard,Accessories,1,2779.15,492.6,Mumbai,UPI
ORD00408,2023-09-05,C041,Laptop,Electronics,4,214717.08,20356.42,Nagpur,Net Banking
ORD00409,2023-09-06,C267,Tablet,Electronics,3,73374.14,12026.24,Mumbai,Debit Card
ORD00410,2023-09-06,C001,Mouse,Accessories,3,3692.57,467.86,Amravati,Debit Card
ORD00411,2023-09-07,C240,Keyboard,Accessories,4,10462.1,1918.16,Nagpur,Net Banking
ORD00412,2023-09-08,C008,Smartphone,Electronics,3,95973.67,23243.44,Nagpur,Debit Card
ORD00413,2023-09-08,C146,Headphones,Accessories,3,11460.78,995.88,Pune,Cash
ORD00414,2023-09-09,C082,Headphones,Accessories,1,3742.47,589.66,Nashik,Debit Card
ORD00415,2023-09-09,C243,Monitor,Electronics,4,66072.05,9826.29,Nagpur,Credit Card
ORD00416,2023-09-10,C266,Monitor,Electronics,1,15531.47,3034.44,Pune,Debit Card
ORD00417,2023-09-11,C155,Headphones,Accessories,1,3866.44,785.18,Nashik,Credit Card
ORD00418,2023-09-11,C296,Mouse,Accessories,2,2520.89,556.95,Pune,UPI
ORD00419,2023-09-12,C213,Laptop,Electronics,2,90818.15,8568.39,Nagpur,UPI
ORD00420,2023-09-13,C284,Monitor,Electronics,4,69333.09,13234.96,Nashik,Debit Card
ORD00421,2023-09-13,C122,Smartphone,Electronics,4,111562.87,14734.48,Amravati,Cash
ORD00422,2023-09-14,C156,Smartphone,Electronics,4,132455.68,29115.32,Amravati,UPI
ORD00423,2023-09-14,C118,Monitor,Electronics,3,49222.58,7043.72,Amravati,Cash
ORD00424,2023-09-15,C156,Laptop,Electronics,4,194693.71,27972.42,Nashik,Cash
ORD00425,2023-09-16,C126,Mouse,Accessories,4,5030.37,726.46,Mumbai,UPI
ORD00426,2023-09-16,C176,Laptop,Electronics,2,94084.75,21076.27,Amravati,Cash
ORD00427,2023-09-17,C154,Headphones,Accessories,1,3612.89,372.43,Mumbai,Debit Card
ORD00428,2023-09-17,C262,Printer,Office,3,38331.82,4109.33,Mumbai,Net Banking
ORD00429,2023-09-18,C170,Monitor,Electronics,1,16153.58,1611.22,Amravati,Net Banking
ORD00430,2023-09-19,C274,Tablet,Electronics,3,66438.02,10331.23,Amravati,UPI
ORD00431,2023-09-19,C068,Laptop,Electronics,1,49737.82,6857.14,Nashik,Net Banking
ORD00432,2023-09-20,C042,Laptop,Electronics,1,49997.16,8523.7,Pune,Net Banking
ORD00433,2023-09-20,C300,Tablet,Electronics,2,44799.97,5642.2,Mumbai,Cash
ORD00434,2023-09-21,C280,Tablet,Electronics,1,21855.34,3905.1,Nashik,Debit Card
ORD00435,2023-09-22,C099,Mouse,Accessories,3,3562.73,758.88,Amravati,Credit Card
ORD00436,2023-09-22,C250,Printer,Office,2,25915.24,4581.66,Mumbai,Net Banking
ORD00437,2023-09-23,C147,Monitor,Electronics,1,15607.22,3134.72,Mumbai,Net Banking
ORD00438,2023-09-23,C047,Smartphone,Electronics,3,92414.05,12946.13,Amravati,Net Banking
ORD00439,2023-09-24,C046,Headphones,Accessories,3,10269.4,2010.02,Pune,Cash
ORD00440,2023-09-25,C154,Headphones,Accessories,1,3642.77,879.18,Amravati,Cash
ORD00441,2023-09-25,C075,Keyboard,Accessories,4,8755.24,1431.84,Nagpur,Debit Card
ORD00442,2023-09-26,C242,Tablet,Electronics,4,90527.45,14818.92,Nagpur,Debit Card
ORD00443,2023-09-27,C239,Mouse,Accessories,2,2048.05,373.48,Amravati,Net Banking
ORD00444,2023-09-27,C116,Tablet,Electronics,4,78673.57,19616.54,Nashik,UPI
ORD00445,2023-09-28,C013,Laptop,Electronics,1,52330.26,6961.12,Nashik,Credit Card
ORD00446,2023-09-28,C171,Printer,Office,2,23298.18,4587.71,Mumbai,Credit Card
ORD00447,2023-09-29,C152,Smartphone,Electronics,4,114766.08,24876.04,Mumbai,UPI
ORD00448,2023-09-30,C264,Headphones,Accessories,3,9689.96,2406.92,Pune,UPI
ORD00449,2023-09-30,C141,Printer,Office,3,40971.03,3758.48,Nashik,Cash
ORD00450,2023-10-01,C164,Printer,Office,1,11223.38,2359.6,Mumbai,Credit Card
ORD00451,2023-10-01,C260,Monitor,Electronics,4,71256.34,9096.36,Mumbai,Debit Card
ORD00452,2023-10-02,C173,Printer,Office,3,35957.59,6740.44,Pune,Net Banking
ORD00453,2023-10-03,C162,Mouse,Accessories,3,3232.08,300.8,Pune,Cash
ORD00454,2023-10-03,C013,Printer,Office,2,25836.17,2287.49,Amravati,Credit Card
ORD00455,2023-10-04,C053,Monitor,Electronics,3,50807.91,6841.5,Nagpur,UPI
ORD00456,2023-10-04,C021,Laptop,Electronics,2,114701.34,28265.48,Mumbai,Net Banking
ORD00457,2023-10-05,C032,Tablet,Electronics,1,22000.96,4452.21,Pune,Credit Card
ORD00458,2023-10-06,C148,Keyboard,Accessories,4,11093.63,1933.53,Pune,Credit Card
ORD00459,2023-10-06,C191,Keyboard,Accessories,2,5503.21,957.15,Amravati,Net Banking
ORD00460,2023-10-07,C012,Tablet,Electronics,3,72829.99,14748.9,Pune,Credit Card
ORD00461,2023-10-07,C241,Printer,Office,2,23498.62,3487.57,Pune,Net Banking
ORD00462,2023-10-08,C294,Smartphone,Electronics,2,68446.48,8689.2,Nagpur,Credit Card
ORD00463,2023-10-09,C156,Printer,Office,1,13229.07,1244.35,Mumbai,UPI
ORD00464,2023-10-09,C162,Laptop,Electronics,3,172797.33,21766.74,Amravati,Cash
ORD00465,2023-10-10,C112,Keyboard,Accessories,2,5244.12,1230.75,Amravati,Debit Card
ORD00466,2023-10-11,C218,Mouse,Accessories,1,1371.71,269.94,Nashik,UPI
ORD00467,2023-10-11,C213,Keyboard,Accessories,3,8267.67,856.94,Nashik,Debit Card
ORD00468,2023-10-12,C011,Mouse,Accessories,1,1368.4,334.2,Nagpur,Cash
ORD00469,2023-10-12,C140,Monitor,Electronics,1,15168.85,3229.6,Nashik,Credit Card
ORD00470,2023-10-13,C028,Laptop,Electronics,1,57049.98,9399.38,Nagpur,Debit Card
ORD00471,2023-10-14,C013,Monitor,Electronics,4,61059.24,8723.43,Pune,Net Banking
ORD00472,2023-10-14,C016,Mouse,Accessories,4,4612.34,1035.74,Nagpur,UPI
ORD00473,2023-10-15,C173,Headphones,Accessories,3,11934.61,2570.25,Nashik,Credit Card
ORD00474,2023-10-15,C292,Laptop,Electronics,4,258945.42,61690.44,Pune,Debit Card
ORD00475,2023-10-16,C065,Keyboard,Accessories,2,4822.71,970.55,Amravati,Net Banking
ORD00476,2023-10-17,C049,Keyboard,Accessories,3,9048.47,1289.62,Pune,Net Banking
ORD00477,2023-10-17,C138,Keyboard,Accessories,3,7023.95,584.99,Mumbai,UPI
ORD00478,2023-10-18,C268,Tablet,Electronics,3,64037.26,8718.11,Amravati,Net Banking
ORD00479,2023-10-18,C119,Tablet,Electronics,1,23525.16,4591.69,Amravati,UPI
ORD00480,2023-10-19,C283,Printer,Office,4,53496.04,13155.87,Nashik,Credit Card
ORD00481,2023-10-20,C224,Tablet,Electronics,3,69155.64,8654.76,Nashik,UPI
ORD00482,2023-10-20,C244,Laptop,Electronics,3,179010.83,30083.36,Nagpur,Cash
ORD00483,2023-10-21,C111,Printer,Office,4,55362.19,13597.68,Mumbai,UPI
ORD00484,2023-10-21,C217,Printer,Office,3,34329.67,7588.91,Nashik,Debit Card
ORD00485,2023-10-22,C218,Keyboard,Accessories,4,10607.22,2196.39,Amravati,Credit Card
ORD00486,2023-10-23,C096,Printer,Office,1,11151.24,1345.48,Amravati,Credit Card
ORD00487,2023-10-23,C090,Tablet,Electronics,3,78946.96,9066.81,Amravati,Credit Card
ORD00488,2023-10-24,C267,Laptop,Electronics,2,120835.68,27069.98,Nashik,Net Banking
ORD00489,2023-10-25,C102,Printer,Office,4,56025.47,13505.34,Amravati,UPI
ORD00490,2023-10-25,C242,Monitor,Electronics,3,50206.83,10057.06,Pune,UPI
ORD00491,2023-10-26,C161,Smartphone,Electronics,1,28110.49,2461.8,Pune,Debit Card
ORD00492,2023-10-26,C122,Smartphone,Electronics,3,96365.17,13512.86,Nashik,Net Banking
ORD00493,2023-10-27,C003,Headphones,Accessories,2,6721.7,1061.77,Nashik,Cash
ORD00494,2023-10-28,C209,Mouse,Accessories,3,3921.24,763.23,Mumbai,Net Banking
ORD00495,2023-10-28,C068,Smartphone,Electronics,3,109073.39,10745.02,Mumbai,Cash
ORD00496,2023-10-29,C090,Printer,Office,4,46998.89,9446.44,Nagpur,Cash
ORD00497,2023-10-29,C154,Tablet,Electronics,1,27450.82,2537.11,Amravati,Cash
ORD00498,2023-10-30,C273,Tablet,Electronics,1,21055.53,4934.21,Mumbai,Debit Card
ORD00499,2023-10-31,C094,Mouse,Accessories,4,5122.93,1035.43,Nagpur,Debit Card
ORD00500,2023-10-31,C088,Monitor,Electronics,1,14520.22,1563.23,Pune,Net Banking
ORD00501,2023-11-01,C171,Headphones,Accessories,4,16573.37,1970.16,Nashik,Credit Card
ORD00502,2023-11-01,C091,Keyboard,Accessories,4,11096.47,2487.46,Nashik,Debit Card
ORD00503,2023-11-02,C265,Laptop,Electronics,1,72509.65,7261.51,Mumbai,Credit Card
ORD00504,2023-11-03,C093,Tablet,Electronics,1,24349.91,2133.9,Nagpur,Debit Card
ORD00505,2023-11-03,C091,Keyboard,Accessories,4,11518.69,2783.58,Pune,UPI
ORD00506,2023-11-04,C181,Smartphone,Electronics,1,34304.26,4208.11,Mumbai,Credit Card
ORD00507,2023-11-04,C116,Keyboard,Accessories,1,2665.13,629.24,Pune,Debit Card
ORD00508,2023-11-05,C193,Tablet,Electronics,1,23684.51,2051.51,Nagpur,Credit Card
ORD00509,2023-11-06,C149,Printer,Office,1,13176.28,2665.0,Mumbai,Cash
ORD00510,2023-11-06,C188,Smartphone,Electronics,3,89918.77,11511.79,Pune,Net Banking
ORD00511,2023-11-07,C116,Mouse,Accessories,2,2688.51,442.48,Nashik,Net Banking
ORD00512,2023-11-08,C112,Printer,Office,1,15228.03,1983.73,Amravati,UPI
ORD00513,2023-11-08,C280,Tablet,Electronics,4,105059.97,16620.53,Mumbai,Net Banking
ORD00514,2023-11-09,C024,Keyboard,Accessories,2,5498.87,1163.36,Pune,Cash
ORD00515,2023-11-09,C279,Tablet,Electronics,2,50300.3,6439.46,Nashik,Net Banking
ORD00516,2023-11-10,C169,Monitor,Electronics,2,36872.85,6376.76,Nagpur,Net Banking
ORD00517,2023-11-11,C103,Laptop,Electronics,4,235997.28,57919.23,Nashik,Net Banking
ORD00518,2023-11-11,C038,Keyboard,Accessories,3,8531.19,1962.73,Mumbai,Cash
ORD00519,2023-11-12,C190,Monitor,Electronics,1,16678.73,2193.22,Nashik,UPI
ORD00520,2023-11-12,C185,Printer,Office,3,44571.24,5622.42,Mumbai,Cash
ORD00521,2023-11-13,C241,Monitor,Electronics,4,64874.47,11703.9,Mumbai,Credit Card
ORD00522,2023-11-14,C255,Smartphone,Electronics,4,151817.9,16463.83,Nagpur,UPI
ORD00523,2023-11-14,C102,Tablet,Electronics,4,87285.24,17583.8,Nagpur,UPI
ORD00524,2023-11-15,C081,Monitor,Electronics,1,18131.27,1980.93,Nagpur,Credit Card
ORD00525,2023-11-15,C167,Printer,Office,3,39882.8,9435.04,Nashik,UPI
ORD00526,2023-11-16,C073,Laptop,Electronics,2,143082.49,31077.81,Nashik,Cash
ORD00527,2023-11-17,C175,Keyboard,Accessories,1,2944.45,599.49,Nashik,UPI
ORD00528,2023-11-17,C100,Laptop,Electronics,3,199497.52,32323.6,Amravati,Credit Card
ORD00529,2023-11-18,C289,Laptop,Electronics,3,181858.44,39205.6,Pune,Net Banking
ORD00530,2023-11-18,C168,Monitor,Electronics,4,69973.45,12247.22,Mumbai,Net Banking
ORD00531,2023-11-19,C147,Laptop,Electronics,1,66163.51,7309.31,Amravati,Debit Card
ORD00532,2023-11-20,C095,Tablet,Electronics,2,51833.63,11273.52,Amravati,Cash
ORD00533,2023-11-20,C007,Monitor,Electronics,2,35231.3,7590.08,Mumbai,Credit Card
ORD00534,2023-11-21,C210,Printer,Office,3,43714.56,10230.73,Amravati,Cash
ORD00535,2023-11-22,C140,Laptop,Electronics,1,62468.99,7030.43,Nagpur,UPI
ORD00536,2023-11-22,C069,Mouse,Accessories,1,1343.11,307.92,Mumbai,UPI
ORD00537,2023-11-23,C047,Headphones,Accessories,2,9149.95,1249.13,Amravati,UPI
ORD00538,2023-11-23,C079,Mouse,Accessories,4,5192.9,1008.21,Mumbai,Net Banking
ORD00539,2023-11-24,C057,Printer,Office,4,50602.41,7764.6,Pune,Net Banking
ORD00540,2023-11-25,C058,Smartphone,Electronics,1,31655.04,3087.34,Nashik,Cash
ORD00541,2023-11-25,C219,Headphones,Accessories,1,4285.55,650.82,Nagpur,Cash
ORD00542,2023-11-26,C098,Monitor,Electronics,3,55715.11,10192.08,Nagpur,Debit Card
ORD00543,2023-11-26,C295,Printer,Office,2,29533.87,7225.5,Mumbai,Net Banking
ORD00544,2023-11-27,C041,Monitor,Electronics,2,30793.8,2821.23,Amravati,Cash
ORD00545,2023-11-28,C134,Tablet,Electronics,4,101643.45,19218.48,Mumbai,Credit Card
ORD00546,2023-11-28,C233,Laptop,Electronics,1,58558.13,11374.89,Mumbai,Cash
ORD00547,2023-11-29,C150,Tablet,Electronics,4,99706.52,18354.36,Mumbai,Net Banking
ORD00548,2023-11-29,C098,Tablet,Electronics,4,92697.31,16675.28,Nagpur,Net Banking
ORD00549,2023-11-30,C164,Keyboard,Accessories,1,2875.15,353.72,Mumbai,UPI
ORD00550,2023-12-01,C046,Smartphone,Electronics,4,143356.57,29154.91,Pune,UPI
ORD00551,2023-12-01,C127,Smartphone,Electronics,2,68313.96,15801.68,Nagpur,Cash
ORD00552,2023-12-02,C073,Monitor,Electronics,3,60064.59,13150.11,Mumbai,Credit Card
ORD00553,2023-12-02,C212,Tablet,Electronics,4,109698.06,21283.05,Nashik,UPI
ORD00554,2023-12-03,C047,Mouse,Accessories,3,3860.17,341.64,Nagpur,UPI
ORD00555,2023-12-04,C161,Headphones,Accessories,1,3942.75,459.76,Mumbai,Credit Card
ORD00556,2023-12-04,C038,Headphones,Accessories,4,14538.46,1986.18,Mumbai,Cash
ORD00557,2023-12-05,C091,Tablet,Electronics,3,71639.71,13242.83,Mumbai,Credit Card
ORD00558,2023-12-06,C107,Laptop,Electronics,1,68366.51,7866.04,Nagpur,UPI
ORD00559,2023-12-06,C230,Keyboard,Accessories,4,13209.9,2489.44,Pune,Cash
ORD00560,2023-12-07,C092,Smartphone,Electronics,4,144047.16,15059.54,Pune,Credit Card
ORD00561,2023-12-07,C214,Monitor,Electronics,2,38087.7,4349.11,Nashik,Debit Card
ORD00562,2023-12-08,C207,Headphones,Accessories,4,18983.12,4510.56,Nagpur,Debit Card
ORD00563,2023-12-09,C133,Headphones,Accessories,2,7711.78,826.04,Nagpur,Credit Card
ORD00564,2023-12-09,C109,Keyboard,Accessories,1,3262.27,675.13,Amravati,Debit Card
ORD00565,2023-12-10,C234,Tablet,Electronics,4,99157.16,12146.03,Nagpur,Net Banking
ORD00566,2023-12-10,C153,Mouse,Accessories,3,4019.17,373.9,Nashik,Net Banking
ORD00567,2023-12-11,C097,Keyboard,Accessories,2,6174.14,1481.73,Nagpur,Net Banking
ORD00568,2023-12-12,C109,Mouse,Accessories,1,1210.79,112.84,Mumbai,UPI
ORD00569,2023-12-12,C214,Headphones,Accessories,1,4611.95,1042.25,Nagpur,Net Banking
ORD00570,2023-12-13,C160,Monitor,Electronics,1,19125.06,2866.58,Amravati,Net Banking
ORD00571,2023-12-13,C289,Laptop,Electronics,3,204437.18,21963.03,Nagpur,Debit Card
ORD00572,2023-12-14,C122,Printer,Office,2,33596.38,7723.22,Pune,Cash
ORD00573,2023-12-15,C167,Tablet,Electronics,4,105929.83,14074.94,Mumbai,Cash
ORD00574,2023-12-15,C137,Printer,Office,4,57408.42,14217.88,Nagpur,UPI
ORD00575,2023-12-16,C141,Tablet,Electronics,3,88203.75,9630.79,Nagpur,Credit Card
ORD00576,2023-12-16,C048,Mouse,Accessories,4,6402.4,1540.86,Nagpur,Net Banking
ORD00577,2023-12-17,C071,Printer,Office,1,13707.23,2709.27,Nashik,Net Banking
ORD00578,2023-12-18,C103,Smartphone,Electronics,1,35718.5,6979.85,Nashik,UPI
ORD00579,2023-12-18,C282,Laptop,Electronics,2,163827.14,30608.23,Amravati,UPI
ORD00580,2023-12-19,C093,Headphones,Accessories,4,15708.56,3118.73,Nagpur,UPI
ORD00581,2023-12-20,C147,Tablet,Electronics,4,117925.98,18481.36,Pune,UPI
ORD00582,2023-12-20,C181,Mouse,Accessories,3,4214.57,671.27,Nagpur,Credit Card
